"name","born","died","borncountry","borncity","bornlong","bornlat","diedcountry","diedcity","diedlong","diedlat","gender","year","category","motivation","institutionname","institutioncity","institutioncountry"
"Niels Henrik David Bohr","1885-10-07","1962-11-18","Denmark","Copenhagen",12.5683372,55.6760968,"Denmark","Copenhagen",12.5683372,55.6760968,"male",1922,"physics","""for his services in the investigation of the structure of atoms and of the radiation emanating from them""","Copenhagen University","Copenhagen","Denmark"
"Aage Niels Bohr","1922-06-19","2009-09-08","Denmark","Copenhagen",12.5683372,55.6760968,"Denmark","Copenhagen",12.5683372,55.6760968,"male",1975,"physics","""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""","Niels Bohr Institute","Copenhagen","Denmark"
"Schack August Steenberg Krogh","1874-11-15","1949-09-13","Denmark","Grena",10.894919,56.411808,"Denmark","Copenhagen",12.5683372,55.6760968,"male",1920,"medicine","""for his discovery of the capillary motor regulating mechanism""","Copenhagen University","Copenhagen","Denmark"
"Johannes Andreas Grib Fibiger","1867-04-23","1928-01-30","Denmark","Silkeborg",9.5549217,56.176362,"Denmark","Copenhagen",12.5683372,55.6760968,"male",1926,"medicine","""for his discovery of the Spiroptera carcinoma""","Copenhagen University","Copenhagen","Denmark"
"Henrik Carl Peter Dam","1895-02-21","1976-04-17","Denmark","Copenhagen",12.5683372,55.6760968,"Denmark","Copenhagen",12.5683372,55.6760968,"male",1943,"medicine","""for his discovery of vitamin K""","Polytechnic Institute","Copenhagen","Denmark"
"Walter Houser Brattain","1902-02-10","1987-10-13","China","Amoy",118.089425,24.479833,"USA","Seattle, WA",-122.3320708,47.6062095,"male",1956,"physics","""for their researches on semiconductors and their discovery of the transistor effect""","Bell Telephone Laboratories","Murray Hill, NJ","USA"
"Richard E Taylor","1929-11-02","2018-02-22","Canada","Medicine Hat, Alberta",-110.6764257,50.0405486,"USA","Stanford, CA",-122.1660756,37.424106,"male",1990,"physics","""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""","Stanford University","Stanford, CA","USA"
"Bertram N Brockhouse","1918-07-15","2003-10-13","Canada","Lethbridge, Alberta",-112.84184,49.69349,"Canada","Hamilton, Ontario",-79.8711024,43.2557206,"male",1994,"physics","""for the development of neutron spectroscopy""","McMaster University","Hamilton, Ontario","Canada"
"William Francis Giauque","1895-05-12","1982-03-28","Canada","Niagara Falls",-79.0849436,43.0895577,"USA","Berkeley, CA",-122.272747,37.8715926,"male",1949,"chemistry","""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""","University of California","Berkeley, CA","USA"
"Henry Taube","1915-11-30","2005-11-16","Canada","Neudorf",-103.0121315,50.7131318,"USA","Stanford, CA",-122.1660756,37.424106,"male",1983,"chemistry","""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""","Stanford University","Stanford, CA","USA"
"Frederick Grant Banting","1891-11-14","1941-02-21","Canada","Alliston",-79.8691544,44.1539514,"Canada","Newfoundland",-57.6604364,53.1355091,"male",1923,"medicine","""for the discovery of insulin""","University of Toronto","Toronto","Canada"
"Charles Brenton Huggins","1901-09-22","1997-01-12","Canada","Halifax",-63.5752387,44.6487635,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1966,"medicine","""for his discoveries concerning hormonal treatment of prostatic cancer""","University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL","USA"
"David H Hubel","1926-02-27","2013-09-22","Canada","Windsor, ON",-83.0363633,42.3149367,"USA","Lincoln, MA",-71.3039469,42.4259283,"male",1981,"medicine","""for their discoveries concerning information processing in the visual system""","Harvard Medical School","Boston, MA","USA"
"William Vickrey","1914-06-21","1996-10-11","Canada","Victoria, BC",-123.3656444,48.4284207,"USA","Harrison, NY",-73.7176337,40.9700171,"male",1996,"economics","""for their fundamental contributions to the economic theory of incentives under asymmetric information""","Columbia University","New York, NY","USA"
"Willard S Boyle","1924-08-19","2011-05-07","Canada","Amherst, NS",-64.2167206,45.816667,"Canada","Truro, NS",-63.2869407,45.3657733,"male",2009,"physics","""for the invention of an imaging semiconductor circuit - the CCD sensor""","Bell Laboratories","Murray Hill, NJ","USA"
"Peter Brian Medawar","1915-02-28","1987-10-02","Brazil","Rio de Janeiro",-43.1728965,-22.9068467,"United Kingdom","London",-0.1277583,51.5073509,"male",1960,"medicine","""for discovery of acquired immunological tolerance""","University College","London","United Kingdom"
"Jules Bordet","1870-06-13","1961-04-06","Belgium","Soignies",4.0706869,50.5764245,"Belgium","Brussels",4.3517211,50.8503463,"male",1919,"medicine","""for his discoveries relating to immunity""","Brussels University","Brussels","Belgium"
"Corneille Jean Francois Heymans","1892-03-28","1968-07-18","Belgium","Ghent",3.7174243,51.0543422,"Belgium","Knokke",3.28586,51.34635,"male",1938,"medicine","""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""","Ghent University","Ghent","Belgium"
"Albert Claude","1898-08-24","1983-05-22","Belgium","Longlier",5.45288,49.85544,"Belgium","Brussels",4.3517211,50.8503463,"male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""","Universite Catholique de Louvain","Louvain","Belgium"
"Yves Chauvin","1930-10-10","2015-01-27","Belgium","Menin",3.121342,50.7962915,"France","Tours",0.68484,47.394144,"male",2005,"chemistry","""for the development of the metathesis method in organic synthesis""","Institut Francais du Petrole","Rueil-Malmaison","France"
"Erwin Schrodinger","1887-08-12","1961-01-04","Austria","Vienna",16.3738189,48.2081743,"Austria","Vienna",16.3738189,48.2081743,"male",1933,"physics","""for the discovery of new productive forms of atomic theory""","Berlin University","Berlin","Germany"
"Victor Franz Hess","1883-06-24","1964-12-17","Austria","Peggau",15.3434469,47.2056107,"USA","Mount Verno, NY",-73.8370786,40.9125992,"male",1936,"physics","""for his discovery of cosmic radiation""","Innsbruck University","Innsbruck","Austria"
"Wolfgang Pauli","1900-04-25","1958-12-15","Austria","Vienna",16.3738189,48.2081743,"Switzerland","Zurich",8.541694,47.3768866,"male",1945,"physics","""for the discovery of the Exclusion Principle, also called the Pauli Principle""","Princeton University","Princeton, NJ","USA"
"Max Ferdinand Perutz","1914-05-19","2002-02-06","Austria","Vienna",16.3738189,48.2081743,"United Kingdom","Cambridge",0.121817,52.205337,"male",1962,"chemistry","""for their studies of the structures of globular proteins""","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom"
"Walter Kohn","1923-03-09","2016-04-19","Austria","Vienna",16.3738189,48.2081743,"USA","Santa Barbara, CA",-119.6981901,34.4208305,"male",1998,"chemistry","""for his development of the density-functional theory""","University of California","Santa Barbara, CA","USA"
"Robert Barany","1876-04-22","1936-04-08","Austria","Vienna",16.3738189,48.2081743,"Sweden","Uppsala",17.6389267,59.8585638,"male",1914,"medicine","""for his work on the physiology and pathology of the vestibular apparatus""","Vienna University","Vienna","Austria"
"Julius WagnerJauregg","1857-03-07","1940-09-27","Austria","Wels",14.03664,48.16542,"Austria","Vienna",16.3738189,48.2081743,"male",1927,"medicine","""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""","Vienna University","Vienna","Austria"
"Konrad Lorenz","1903-11-07","1989-02-27","Austria","Vienna",16.3738189,48.2081743,"Austria","Vienna",16.3738189,48.2081743,"male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",NA,"Altenberg; Grunau im Almtal","Austria"
"William Lawrence Bragg","1890-03-31","1971-07-01","Australia","Adelaide",138.6007456,-34.9284989,"United Kingdom","Ipswich",1.14822,52.056736,"male",1915,"physics","""for their services in the analysis of crystal structure by means of X-rays""","Victoria University","Manchester","United Kingdom"
"Aleksandr Mikhailovich Prokhorov","1916-07-11","2002-01-08","Australia","Atherton",145.4858599,-17.2660801,"Russia","Moscow",37.6172999,55.755826,"male",1964,"physics","""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""","P.N. Lebedev Physical Institute","Moscow","USSR"
"Sir Howard Walter Florey","1898-09-24","1968-02-21","Australia","Adelaide",138.6007456,-34.9284989,"United Kingdom","Oxford",-1.2577263,51.7520209,"male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases""","University of Oxford","Oxford","United Kingdom"
"Sir Frank Macfarlane Burnet","1899-09-03","1985-08-31","Australia","Traralgon",146.519786,-38.2033531,"Australia","Melbourne",144.9630576,-37.8136276,"male",1960,"medicine","""for discovery of acquired immunological tolerance""","Walter and Eliza Hall Institute for Medical Research","Melbourne","Australia"
"Sir John Carew Eccles","1903-01-27","1997-05-02","Australia","Melbourne",144.9630576,-37.8136276,"Switzerland","Contra",8.8490614,46.1804632,"male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""","Australian National University","Canberra","Australia"
"Bernardo Alberto Houssay","1887-04-10","1971-09-21","Argentina","Buenos Aires",-58.3815591,-34.6036844,"Argentina","Buenos Aires",-58.3815591,-34.6036844,"male",1947,"medicine","""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""","Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine)","Buenos Aires","Argentina"
"Cesar Milstein","1927-10-08","2002-03-24","Argentina","Bahia Blanca",-62.2663478,-38.7183177,"United Kingdom","Cambridge",0.121817,52.205337,"male",1984,"medicine","""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom"
